iter	Logloss
181	0.2490958784
182	0.2488824905
183	0.248760014
184	0.2485235047
185	0.2483933963
186	0.2482640867
187	0.2481385312
188	0.2480344881
189	0.2478423487
190	0.2476781363
191	0.2474841189
192	0.2473474814
193	0.2471574808
194	0.2470046362
195	0.246831777
196	0.2466387069
197	0.246509873
198	0.2463800851
199	0.2462603887
200	0.2460177369
201	0.2458463565
202	0.2457205851
203	0.2455208883
204	0.245404402
205	0.2451642203
206	0.2448857135
207	0.244694733
208	0.2446081304
209	0.2443285668
210	0.2441491374
211	0.2440097594
212	0.2437519371
213	0.2434266628
214	0.2433755104
215	0.2433124602
216	0.243251733
217	0.2430172835
218	0.2429505942
219	0.2428384949
220	0.2426982805
221	0.2425015248
222	0.2422597882
223	0.2420560743
224	0.2419737304
225	0.2418194797
226	0.2416681213
227	0.241501402
228	0.241340838
229	0.2412109624
230	0.2410906731
231	0.240966093
232	0.2408016726
233	0.2406012784
234	0.2404682116
235	0.2403865549
236	0.2402663622
237	0.2401883907
238	0.2401012617
239	0.2399401171
240	0.2398277675
241	0.2396256687
242	0.2395765403
243	0.2394850278
244	0.2393378558
245	0.2391684415
246	0.2389131126
247	0.2388884186
248	0.2388214294
249	0.2387016116
250	0.2385659841
251	0.2384921529
252	0.2384164587
253	0.2382891462
254	0.2382308536
255	0.2381569969
256	0.2380865507
257	0.2379236879
258	0.2378333073
259	0.2377047879
260	0.2375954278
261	0.2374749044
262	0.2373548318
263	0.2372569101
264	0.2369381238
265	0.2369159161
266	0.2366853593
267	0.2365180287
268	0.2363897588
269	0.2362925204
270	0.2362098025
271	0.2361143057
272	0.2360159812
273	0.2359607528
274	0.2357241144
275	0.235607663
276	0.2354630833
277	0.2352708553
278	0.2351973704
279	0.2351606448
280	0.2350297929
281	0.2349469379
282	0.2348627893
283	0.2348214015
284	0.2347912748
285	0.234759405
286	0.234592217
287	0.2345130518
288	0.2344125951
289	0.23430644
290	0.2340527372
291	0.2339915692
292	0.2339534533
293	0.2338685323
294	0.2337764633
295	0.2336929613
296	0.2335231447
297	0.2335224065
298	0.2334110686
299	0.2332710387
300	0.2330820966
301	0.232944123
302	0.2326910197
303	0.232622934
304	0.2325427581
305	0.2324374505
306	0.2323525637
307	0.232286626
308	0.2321819088
309	0.2320486805
310	0.2319956348
311	0.2317189906
312	0.2316904798
313	0.2316156083
314	0.2315642274
315	0.2313986108
316	0.2313606744
317	0.2311884316
318	0.231132127
319	0.23090898
320	0.2308303049
321	0.2307183235
322	0.2306288612
323	0.2303994178
324	0.2303246367
325	0.2302985499
326	0.230232998
327	0.2301284935
328	0.2298802795
329	0.2297675999
330	0.229700984
331	0.2295858035
332	0.2293697391
333	0.2292799726
334	0.2292250058
335	0.2290872564
336	0.2290539433
337	0.2289945228
338	0.2288136181
339	0.2287389202
340	0.2284884531
341	0.22842675
342	0.2282839171
343	0.2282012358
344	0.2280862027
345	0.228022039
346	0.227747762
347	0.2276116467
348	0.2274574727
349	0.2272946999
350	0.2271381703
351	0.2269883372
352	0.2267401488
353	0.2265833573
354	0.2264718925
355	0.2263656667
356	0.2262424864
357	0.2260213722
358	0.2259282119
359	0.2257923889
360	0.2257485105
361	0.2256121035
362	0.2254670381
363	0.2253284472
364	0.2251907428
365	0.2250552986
366	0.2248873097
367	0.2246811298
368	0.2244050495
369	0.2243280787
370	0.2241749777
371	0.2240320943
372	0.2239563372
373	0.2237922181
374	0.223711463
375	0.2235429319
376	0.2234633669
377	0.2233324623
378	0.2232769472
379	0.2232270814
380	0.2231317468
381	0.2230113958
382	0.2228434712
383	0.2226143011
384	0.22243274
385	0.222328643
386	0.2221573065
387	0.222076426
388	0.2218819941
389	0.2217479639
390	0.2216256861
391	0.2215141282
392	0.2213055243
393	0.2212310306
394	0.221126292
395	0.2210107525
396	0.220844011
397	0.2206944842
398	0.2205369198
399	0.220378129
400	0.2201850513
401	0.2201311126
402	0.2200570472
403	0.2198372669
404	0.2197525424
405	0.2195940265
406	0.2194557544
407	0.2193278506
408	0.2192588131
409	0.2190776114
410	0.2189128597
411	0.2187747577
412	0.2186171981
413	0.2184863276
414	0.2183146649
415	0.2181126544
416	0.2180517976
417	0.2179486323
418	0.2178103114
419	0.2176451187
420	0.2175395457
421	0.2174410416
422	0.217186217
423	0.2171044323
424	0.2169721469
425	0.2168719189
426	0.2168258945
427	0.2166408342
428	0.2165015347
429	0.216465974
430	0.216269136
431	0.2161315866
432	0.2159770691
433	0.2159256196
434	0.2158637435
435	0.2157348417
436	0.2156019022
437	0.215435539
438	0.2151998369
439	0.2151447776
440	0.2150042814
441	0.2148873089
442	0.2147530119
443	0.2146113447
444	0.2143740633
445	0.2143229835
446	0.2140821947
447	0.2140345784
448	0.2138566594
449	0.2136712704
450	0.2135587165
451	0.2134038065
452	0.2132633549
453	0.2132299985
454	0.2130519982
455	0.2129250496
456	0.2126767185
457	0.2124770877
458	0.2122279939
459	0.2121427791
460	0.21206459
461	0.211908395
462	0.2117303883
463	0.2115797172
464	0.2114665216
465	0.2112513906
466	0.2112107976
467	0.2110395336
468	0.2108315598
469	0.2106592088
470	0.2106203128
471	0.2106026163
472	0.2105074008
473	0.2103642167
474	0.2102887285
475	0.2101202411
476	0.2100590601
477	0.2099152324
478	0.2097517443
479	0.2095471392
480	0.2094626512
481	0.2094356261
482	0.209400349
483	0.2093126856
484	0.2092203309
485	0.2091949824
486	0.2090947576
487	0.2088313426
488	0.2087265491
489	0.2086669198
490	0.2085425033
491	0.2085303584
492	0.2084680631
493	0.2084252831
494	0.2083130172
495	0.2082781962
496	0.2081638495
497	0.2080346375
498	0.2079207013
499	0.2079040624
500	0.207810608
501	0.2076555772
502	0.2076203787
503	0.2074837381
504	0.2074100812
505	0.2071313804
506	0.2069408749
507	0.2068860198
508	0.2067284642
509	0.2066097377
510	0.2064390734
511	0.2063771088
512	0.2063159751
513	0.2062661718
514	0.2062502364
515	0.2061585857
516	0.2060174109
517	0.2057278081
518	0.2056165762
519	0.2053333553
520	0.2051725786
521	0.2050390261
522	0.2049182083
523	0.2049050192
524	0.2047998569
525	0.2047724351
526	0.2046300594
527	0.2045323466
528	0.204262997
529	0.2041875296
530	0.2040448613
531	0.204029112
532	0.2038590261
533	0.2038002422
534	0.2037104371
535	0.2035281754
536	0.2034509753
537	0.203361391
538	0.2033022976
539	0.2031894551
540	0.2030324917
541	0.2029458268
542	0.2029331767
543	0.2027748793
544	0.2027395376
545	0.2025424942
546	0.2025119027
547	0.2023922222
548	0.2023703783
549	0.2022529106
550	0.2021688764
551	0.202032265
552	0.2019219429
553	0.2017285344
554	0.2014068411
555	0.2012148446
556	0.2010576487
557	0.2009198142
558	0.2008362789
559	0.2007381257
560	0.2006330746
561	0.200508596
562	0.2003407735
563	0.2001869695
564	0.2000659487
565	0.1999088055
566	0.1997374453
567	0.1995742911
568	0.1994652464
569	0.199381861
570	0.199317408
571	0.1992324534
572	0.1991908695
573	0.1989950129
574	0.1988252246
575	0.1986554041
576	0.1984324428
577	0.1983799387
578	0.1982642107
579	0.1981272452
580	0.1980311615
581	0.1978797992
582	0.1977968795
583	0.1977198513
584	0.1975678616
585	0.1973875201
586	0.1973819337
587	0.19707872
588	0.1970644639
589	0.1967653198
590	0.1967470674
591	0.1966439488
592	0.1965839538
593	0.1965695241
594	0.1964025935
595	0.1963205922
596	0.1962293063
597	0.196094583
598	0.1959471337
599	0.1958483488
600	0.1957253579
601	0.1955438077
602	0.1954590979
603	0.195455011
604	0.1953250994
605	0.1952068072
606	0.1950530335
607	0.1949262004
608	0.1948663777
609	0.1947402953
610	0.1945518569
611	0.1942984931
612	0.1941302807
613	0.194037456
614	0.1940235973
615	0.1938868425
616	0.1938824116
617	0.1937967488
618	0.1937363266
619	0.1936182159
620	0.1934873263
621	0.1933997257
622	0.1932541438
623	0.192930591
624	0.1926255064
625	0.1924963377
626	0.1922434618
627	0.1921838846
628	0.1920999875
629	0.1919771594
630	0.1919031633
631	0.1917618077
632	0.1916771349
633	0.1915414339
634	0.1913476873
635	0.1913024606
636	0.1912219348
637	0.1911443348
638	0.19089325
639	0.1907871278
640	0.1906715222
641	0.1903871411
642	0.1901353767
643	0.1899746541
644	0.1899252336
645	0.1896697994
646	0.1895463387
647	0.1894857095
648	0.1894069758
649	0.1893778278
650	0.1891246582
651	0.1889289344
652	0.1888394352
653	0.1887377615
654	0.1885831824
655	0.1884845926
656	0.1883572061
657	0.1882517618
658	0.1881475343
659	0.1880375638
660	0.1879457568
661	0.1878031609
662	0.1877406294
663	0.1876663627
664	0.1875849471
665	0.1874213428
666	0.1873167639
667	0.1873082856
668	0.1872611053
669	0.1872342771
670	0.1871805603
671	0.1870395105
672	0.1869738523
673	0.1867826853
674	0.1867304166
675	0.1865797984
676	0.1865763987
677	0.1864789408
678	0.1864758602
679	0.1864145946
680	0.186411207
681	0.1863365354
682	0.1862132744
683	0.1861712965
684	0.1860886229
685	0.1859389641
686	0.1859347052
687	0.1859316113
688	0.1858300084
689	0.1857427834
690	0.1857394203
691	0.1856703191
692	0.1855587471
693	0.1854777425
694	0.1854344725
695	0.1853515587
696	0.1851950673
697	0.1851916815
698	0.1851732499
699	0.1850997058
700	0.1850189841
701	0.1849487242
702	0.1849077691
703	0.1849038855
704	0.1849017177
705	0.1848996553
706	0.1848972796
707	0.1848942335
708	0.1848034655
709	0.1845838458
710	0.1844599555
711	0.1842491707
712	0.1841924042
713	0.1841905887
714	0.1841875679
715	0.1841225788
716	0.1839863676
717	0.1839781338
718	0.1839012751
719	0.1837836399
720	0.1837071524
721	0.1837050879
722	0.1836683289
723	0.1835757793
724	0.1835163217
725	0.1834039099
726	0.1833563808
727	0.1833132446
728	0.1833047731
729	0.1832049182
730	0.1830824384
731	0.1829392962
732	0.1827232852
733	0.1825431518
734	0.1823658963
735	0.182264982
736	0.1821473766
737	0.182105061
738	0.1820445876
739	0.1819431755
740	0.1818788209
741	0.1816505985
742	0.1816310406
743	0.181533068
744	0.1814374239
745	0.1813049029
746	0.1811933647
747	0.1809950937
748	0.1808662105
749	0.1807595208
750	0.180753551
751	0.1807087908
752	0.180617126
753	0.1805574763
754	0.1804161991
755	0.1804076351
756	0.1803265386
757	0.1802634843
758	0.1801993335
759	0.1800616674
760	0.1799439889
761	0.1798867607
762	0.179824591
763	0.1798191008
764	0.1798145856
765	0.1797317897
766	0.1796981142
767	0.179686132
768	0.1795687019
769	0.1793614353
770	0.1792363786
771	0.1790867604
772	0.1790443882
773	0.1789771455
774	0.1789013018
775	0.1787555575
776	0.1786436014
777	0.1786133888
778	0.1786114011
779	0.1786014685
780	0.1783756159
781	0.1783391681
782	0.1783046799
783	0.1782630142
784	0.1781885427
785	0.1779961744
786	0.1777867475
787	0.17768849
788	0.1776244583
789	0.1774229826
790	0.1773932291
791	0.1773752258
792	0.177271839
793	0.1771903655
794	0.1771285223
795	0.1770605977
796	0.1770439148
797	0.1770070999
798	0.1769738242
799	0.1768244079
800	0.1767488693
801	0.1766940673
802	0.1765791982
803	0.1763975237
804	0.176342238
805	0.1762882235
806	0.1762832452
807	0.1762267138
808	0.176018698
809	0.1758288922
810	0.1756442141
811	0.1754858738
812	0.1753643057
813	0.1753007155
814	0.1750987498
815	0.1749060302
816	0.1747426647
817	0.1747400836
818	0.1746374709
819	0.1745099839
820	0.1744641437
821	0.1743257981
822	0.174230789
823	0.1741225507
824	0.1741207556
825	0.1740584434
826	0.1740539284
827	0.1740091875
828	0.1738624305
829	0.1738481183
830	0.1738030479
831	0.1737435931
832	0.1736072018
833	0.1734218529
834	0.1733390863
835	0.1733371233
836	0.1733140073
837	0.1732443179
838	0.1731621328
839	0.173079102
840	0.1730719281
841	0.173035366
842	0.1728690131
843	0.1727764917
844	0.1727748106
845	0.172674095
846	0.1726259452
847	0.1726055754
848	0.1725004602
849	0.1724511714
850	0.1724210132
851	0.1723741206
852	0.1723178079
853	0.1722428614
854	0.1720917741
855	0.1720229878
856	0.1719876931
857	0.1719207827
858	0.1717817901
859	0.1717676422
860	0.171765865
861	0.1717123332
862	0.1716111788
863	0.1714853401
864	0.1714333315
865	0.1714299967
866	0.1714284557
867	0.1714249834
868	0.1713255282
869	0.171289
870	0.1712871339
871	0.1712583084
872	0.1711988549
873	0.1711460795
874	0.171123288
875	0.171082346
876	0.1710211299
877	0.1710193129
878	0.1709923737
879	0.1708932584
880	0.1707198701
881	0.1707179394
882	0.1707008038
883	0.1706714452
884	0.1704919806
885	0.170370796
886	0.1703405667
887	0.1702589296
888	0.1701683782
889	0.1701077306
890	0.1700749206
891	0.1700673641
892	0.1700293915
893	0.1700074386
894	0.1699292871
895	0.1698042396
896	0.1697803423
897	0.1696519668
898	0.1694325591
899	0.1694310468
900	0.1694251304
901	0.1693037077
902	0.1692290686
903	0.1691602706
904	0.1689854831
905	0.1689177759
906	0.1688136036
907	0.168767924
908	0.1686805795
909	0.1685927002
910	0.168468903
911	0.16843364
912	0.1683740374
913	0.1683723549
914	0.1682805393
915	0.1682406202
916	0.1681983083
917	0.1681159418
918	0.1680259442
919	0.1678689102
920	0.1677714325
921	0.1676006876
922	0.1674257546
923	0.1673756413
924	0.1673747511
925	0.1673294002
926	0.1673225235
927	0.1672318946
928	0.1670739321
929	0.1670621606
930	0.1670425097
931	0.167002
932	0.1669067084
933	0.1667347437
934	0.1666998705
935	0.1666985093
936	0.1666969376
937	0.1666157963
938	0.1664908786
939	0.166414787
940	0.1664137853
941	0.1663678911
942	0.1661968053
943	0.1661422455
944	0.1660901456
945	0.165994495
946	0.1658313852
947	0.1656872871
948	0.165602147
949	0.1655110324
950	0.1654326017
951	0.1653771525
952	0.165301935
953	0.1652437373
954	0.1652042369
955	0.1650933797
956	0.1650315718
957	0.1649605409
958	0.1648191841
959	0.1648177407
960	0.1647928928
961	0.1647595711
962	0.1645848109
963	0.1645839539
964	0.1645021439
965	0.1644151417
966	0.1643477764
967	0.1641972018
968	0.1641853631
969	0.1641684547
970	0.1641008759
971	0.1640184621
972	0.1639554675
973	0.1638398876
974	0.1638330555
975	0.1637620671
976	0.1637115959
977	0.163679133
978	0.1635750038
979	0.1635314516
980	0.1634758906
981	0.1633931485
982	0.1633919485
983	0.1633434952
984	0.1631354686
985	0.1630662379
986	0.1630602059
987	0.1630252491
988	0.1629345442
989	0.1629333551
990	0.1628637439
991	0.162810409
992	0.16277861
993	0.1626806127
994	0.1626475961
995	0.1625730894
996	0.1625101386
997	0.1624854105
998	0.162434139
999	0.1623494417
